Oyster Bay - OYB,,,Data missing from 2003 - day 163 1000 to 176 1000,,,,,,,,,,,,,,
,,,Data missing from 2007 -  day 229 to day 257,,,,,,,,,,,,,,
Column Headings applicable to the hourly data output ID 60,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,
ID,Year,Day,Hour,Mean,Mean,Mean,Total,Mean,Min,Mean,Min,Mean,Mean,Mean,Total,GDD,GDD
,,,,Temp,RH,LeafWetness,Rain,Grass Temp,Grass Temp,Soil Temp,Soil Temp,Solar Rad,Wind Speed,Wind Dir,PET,>10,1-Sep
,,,,°C,%,%,mm,°C,°C,°C,°C,W/m2,m/sec,deg N,mm,,
60,2018,207,1900,9.03,62.34,0.05,0,3.763,2.457,7.04,6.996,0,2.594,247,0,,
60,2018,207,2000,8.79,62.7,0.05,0,2.004,2.004,7.05,7.04,0,2.961,237.1,0,,
60,2018,207,2100,7.45,67.19,0.05,0,1.409,1.146,7.05,7.05,0,1.839,235.1,0,,
60,2018,207,2200,6.701,68.78,0.083,0,-0.216,-0.91,7.03,7.03,0,1.44,204.9,0,,
60,2018,207,2300,5.667,71.1,0.166,0,-2.076,-2.076,6.996,6.996,0,1.145,231.8,0,,
60,2018,207,2400,2.634,81.6,1.05,0,-2.689,-2.765,6.959,6.959,0,0.445,232.4,0,,
60,2018,208,100,1.551,85.7,1.673,0,-2.688,-2.689,6.905,6.905,0,0.98,229.6,0,,
60,2018,208,200,1.784,84,1.149,0,-2.873,-2.873,6.826,6.826,0,0.959,218.4,0,,
60,2018,208,300,0.956,85.7,1.501,0,-2.904,-2.904,6.741,6.741,0,0.823,252,0,,
60,2018,208,400,2.464,83.6,0.986,0,-2.363,-3.009,6.651,6.651,0,0.715,228.3,0,,
60,2018,208,500,5.764,72.9,0.225,0,-0.216,-2.363,6.569,6.569,0,1.515,264.6,0,,
60,2018,208,600,4.962,76.2,0.314,0,-0.504,-1.007,6.5,6.5,0,1.361,317.5,0,,
60,2018,208,700,6.185,72.5,0.192,0,-0.365,-0.504,6.451,6.451,0,1.209,296.9,0,,
60,2018,208,800,6.215,71.1,0.119,0,1.051,-0.599,6.412,6.412,2.816,1.25,293.5,0,,
60,2018,208,900,7.75,66.77,0.05,0,2.359,1.051,6.373,6.373,28.4,1.929,262.1,0,,
60,2018,208,1000,8.61,64,0.05,0,6.992,2.215,6.356,6.356,102.6,1.511,245.9,0.064,,
60,2018,208,1100,10.45,60.82,0.05,0,8.68,6.81,6.362,6.352,197.9,1.602,247.7,0.107,,
60,2018,208,1200,13.06,53.19,0.032,0,17.32,8.68,6.39,6.359,424.7,1.437,267.1,0.203,,
60,2018,208,1300,14.99,47.05,0,0,14.11,14.09,6.465,6.39,475.8,1.657,318,0.247,,
60,2018,208,1400,14.7,48.13,0,0,11.29,11.29,6.596,6.465,271.5,1.871,251.6,0.17,,
60,2018,208,1500,14.68,48.55,0,0,10.53,10.53,6.733,6.596,263.2,1.918,254.9,0.157,,
60,2018,208,1600,14.27,48.54,0,0,10.11,9.93,6.863,6.733,190.7,2.77,223.9,0.12,,
60,2018,208,1700,13.52,51.4,0.004,0,5.99,5.99,6.984,6.863,117.1,3.35,237.1,0.09,,
60,2018,208,1800,10.18,64.77,0.048,0,4.552,4.496,7.08,6.984,9.39,2.215,221.9,0,,
60,2018,208,1900,9.64,68.45,0.05,0,4.914,4.332,7.13,7.08,0,2.6,233.5,0,,
60,2018,208,2000,9.43,70.3,0.05,0,4.142,4.142,7.15,7.13,0,3.754,247.6,0.001,,
60,2018,208,2100,8.79,73.4,0.315,0,4.227,3.806,7.17,7.15,0,2.448,252.8,0,,
60,2018,208,2200,7.87,77.1,0.43,0,1.724,1.21,7.17,7.17,0,1.184,258.5,0,,
60,2018,208,2300,7.48,74.8,0.308,0,0.353,-0.045,7.16,7.16,0,0.951,270.3,0,,
60,2018,208,2400,7.34,72.3,0.171,0,1.319,0.353,7.13,7.13,0,1.21,294.2,0,,
60,2018,209,100,8.15,66.7,0.075,0,0.504,0.099,7.09,7.09,0,0.898,309,0,,
60,2018,209,200,8.23,65.37,0.094,0,0.777,0.504,7.05,7.05,0,1.362,329.5,0,,
60,2018,209,300,6.902,72.4,0.192,0,1.275,0.402,7,7,0,0.614,332.5,0,,
60,2018,209,400,8.7,65.44,0.05,0,1.435,1.275,6.952,6.952,0,1.727,283.4,0,,
60,2018,209,500,7.55,70,0.11,0,2.766,0.937,6.916,6.916,0,1.787,305.6,0,,
60,2018,209,600,9.29,65.02,0.05,0,4.082,2.766,6.873,6.873,0,3.4,261,0.002,,
60,2018,209,700,9.32,64.32,0.05,0,3.777,3.619,6.863,6.86,0,3.237,258.7,0.001,,
60,2018,209,800,9.36,63.13,0.05,0,3.743,3.68,6.851,6.849,5.255,3.249,261.1,0.002,,
60,2018,209,900,9.65,56.08,0.05,0,4.139,3.309,6.847,6.847,37.94,2.752,268.8,0.029,,
60,2018,209,1000,11.6,52.69,0.047,0,7.87,4.139,6.845,6.845,216.5,3.014,281.9,0.129,,
60,2018,209,1100,13.6,49.05,0.009,0,10.71,7.87,6.856,6.845,347.8,3.609,279.7,0.199,,
60,2018,209,1200,14.76,45.25,0,0,11.45,10.71,6.909,6.856,386.5,4.387,267.5,0.241,,
60,2018,209,1300,15.96,42.7,0,0,14.1,11.45,6.986,6.909,463.4,3.597,256.8,0.277,,
60,2018,209,1400,16.37,41.09,0,0,12.91,12.91,7.1,6.986,421.6,3.693,246.9,0.268,,
60,2018,209,1500,15.23,45.78,0,0,10.53,10.53,7.22,7.1,231.4,3.094,250.4,0.176,,
60,2018,209,1600,15.35,48.25,0,0,12.04,10.11,7.34,7.22,262.1,3.154,248,0.172,,
60,2018,209,1700,14.84,49.59,0,0,7.99,7.99,7.44,7.34,170.2,3.69,243.6,0.134,,
60,2018,209,1800,11.52,61.05,0.037,0,5.91,5.888,7.53,7.44,16.76,3.305,249.6,0.031,,
60,2018,209,1900,10.46,63.49,0.05,0,5.365,5.365,7.59,7.53,0,3.381,251.3,0.004,,
60,2018,209,2000,10.03,64.45,0.05,0,4.301,4.301,7.61,7.59,0,2.872,261,0.002,,
60,2018,209,2100,8.82,67.89,0.081,0,0.566,0.566,7.61,7.61,0,1.144,271.4,0,,
60,2018,209,2200,7.39,72.9,0.22,0,1.5,0.194,7.59,7.59,0,0.265,240.8,0,,
60,2018,209,2300,8.26,70.5,0.096,0,0.58,0.58,7.55,7.55,0,0.723,279.8,0,,
60,2018,209,2400,9.13,68.38,0.115,0,4.743,0.58,7.49,7.49,0,2.376,259.8,0,,
60,2018,210,100,10.64,61.48,0.051,0,5.211,4.743,7.46,7.46,0,2.861,271.7,0.003,,
60,2018,210,200,10.76,60.81,0.062,0,4.865,4.592,7.43,7.43,0,1.887,279.5,0,,
60,2018,210,300,11.12,59.34,0.072,0,5.904,4.865,7.43,7.42,0,3.236,302.6,0.005,,
60,2018,210,400,10.68,60.21,0.05,0,2.531,2.531,7.43,7.42,0,1.936,295.7,0,,
60,2018,210,500,9.4,62.71,0.05,0,0.895,0.78,7.43,7.43,0,0.273,284.5,0,,
60,2018,210,600,6.402,74.5,0.44,0,-0.573,-0.744,7.41,7.41,0,0.463,227.4,0,,
60,2018,210,700,4.669,82.2,1.1,0,-0.262,-0.988,7.37,7.37,0,0.211,237,0,,
60,2018,210,800,4.9,82.9,0.849,0,1.501,-0.262,7.3,7.3,5.98,0.265,236.4,0,,
60,2018,210,900,5.43,83.1,0.644,0,1.168,0.958,7.24,7.24,26.93,0.927,237.6,0,,
60,2018,210,1000,9.97,70.4,0.119,0,7.73,1.168,7.18,7.18,170.3,2.349,224,0.084,,
60,2018,210,1100,14.05,56.62,0.025,0,10.17,7.73,7.15,7.15,338.4,1.402,253.1,0.166,,
60,2018,210,1200,15.75,49.62,0,0,13.31,10.17,7.17,7.15,418.6,2.416,249.4,0.233,,
60,2018,210,1300,16.44,43.13,0,0,14.57,13.31,7.24,7.17,455.5,4.323,213.8,0.286,,
60,2018,210,1400,16.4,43.46,0,0,14.36,14.21,7.35,7.24,436.6,4.646,224.3,0.279,,
60,2018,210,1500,15.91,45.64,0,0,11.66,11.66,7.47,7.35,378,4.924,229,0.246,,
60,2018,210,1600,15.32,44.66,0,0,10.19,10.19,7.59,7.47,269.1,4.33,233.9,0.188,,
60,2018,210,1700,14.52,43.59,0,0,8.78,8.78,7.69,7.59,147,4.52,226.8,0.139,,
60,2018,210,1800,12.39,57.54,0.083,0,5.792,5.792,7.76,7.69,26.2,2.099,20.24,0.006,,
60,2018,210,1900,8.34,78.1,0.479,0,3.773,3.773,7.81,7.76,0,3.25,37.05,0,,
60,2018,210,2000,7.44,77.7,0.356,0,4.061,3.574,7.81,7.81,0,2.989,36.96,0,,
60,2018,210,2100,7.27,79.1,48.98,0,3.354,3.354,7.79,7.79,0,1.923,88.8,0,,
60,2018,210,2200,5.198,86.7,99.4,0,0.495,0.495,7.75,7.75,0,0.673,204.1,0,,
60,2018,210,2300,3.778,90.8,99.3,0,-0.267,-0.267,7.72,7.72,0,0.338,220.6,0,,
60,2018,210,2400,2.667,93.6,99.4,0,-0.58,-0.686,7.65,7.65,0,0.676,187.9,0,,
60,2018,211,100,2.806,93.7,99.4,0,-0.855,-1.008,7.57,7.57,0,0.313,231.1,0,,
60,2018,211,200,2.115,94,99.1,0,-0.902,-1.264,7.48,7.48,0,0.45,218.2,0,,
60,2018,211,300,0.981,94,98.8,0,-1.638,-2.022,7.39,7.39,0,0.354,209.8,0,,
60,2018,211,400,-0.349,94.9,60.62,0,-2.454,-2.454,7.29,7.29,0,0.183,220.1,0,,
60,2018,211,500,-0.285,95.3,41.65,0,-2.4,-2.533,7.18,7.18,0,0.5,207.7,0,,
60,2018,211,600,-0.824,94.1,26.47,0,-2.581,-2.741,7.07,7.07,0,0.499,207.7,0,,
60,2018,211,700,-1.034,93.7,21.33,0,-2.58,-2.798,6.957,6.957,0,0.504,207.7,0,,
60,2018,211,800,-1.231,92.8,19.08,0,-2.83,-3.052,6.847,6.847,10.98,0.66,207.7,0,,
60,2018,211,900,1.389,87.5,91.1,0,-1.594,-2.83,6.735,6.735,140.6,0.798,217.3,0.008,,
60,2018,211,1000,4.481,77.3,33.89,0,3.834,-1.594,6.622,6.622,269.1,0.982,223.4,0.077,,
60,2018,211,1100,7.68,67.56,0.049,0,6.03,3.834,6.555,6.555,359.2,1.184,253.8,0.133,,
60,2018,211,1200,10.22,56.62,0.01,0,10.58,6.03,6.527,6.527,430.8,0.782,222.7,0.184,,
60,2018,211,1300,12.73,46.15,0,0,12.69,10.58,6.551,6.526,464.4,0.387,55.32,0.215,,
60,2018,211,1400,13.2,47.96,0,0,11.73,11.73,6.618,6.551,444.3,1.179,67.66,0.214,,
60,2018,211,1500,12.92,53.64,0,0,9.23,9.23,6.72,6.618,380.1,1.999,65.64,0.181,,
60,2018,211,1600,12.76,55.46,0,0,7.37,7.37,6.827,6.72,264.8,2.077,92.8,0.12,,
60,2018,211,1700,12.14,57.7,0.003,0,3.5,3.5,6.923,6.827,131.3,0.91,96.8,0.028,,
60,2018,211,1800,7.59,72.6,0.613,0,0.021,0.021,6.997,6.923,9.07,0.029,111.5,0,,
60,2018,211,1900,4.664,86.4,5.313,0,-0.085,-0.358,7.02,6.997,0,0.481,221.6,0,,
60,2018,211,2000,3.96,89.2,6.294,0,0.226,-0.085,6.98,6.98,0,0.594,243.5,0,,
60,2018,211,2100,3.282,89.8,15.42,0,-0.424,-0.649,6.933,6.933,0,0.23,217.4,0,,
60,2018,211,2200,2.799,91.3,13.47,0,0.096,-0.443,6.875,6.875,0,0.437,228.8,0,,
60,2018,211,2300,3.472,89.5,2.761,0,0.376,0.096,6.81,6.81,0,0.276,254.2,0,,
60,2018,211,2400,3.721,88.6,1.988,0,1.764,0.376,6.752,6.752,0,0.023,217.3,0,,
60,2018,212,100,4.556,86,0.889,0,2.62,1.764,6.707,6.707,0,0.091,262.6,0,,
60,2018,212,200,5.892,81.6,0.501,0,2.869,2.62,6.676,6.676,0,0.271,264.2,0,,
60,2018,212,300,5.677,82,0.619,0,2.821,2.626,6.659,6.659,0,0.176,202.6,0,,
60,2018,212,400,5.505,82.6,0.554,0,2.523,2.402,6.645,6.645,0,0.853,212,0,,
60,2018,212,500,5.587,82.7,0.552,0,2.906,2.523,6.644,6.638,0,0.112,222.7,0,,
60,2018,212,600,5.778,83.7,0.699,0,3.184,2.856,6.635,6.635,0,0.132,7.85,0,,
60,2018,212,700,5.883,85.7,0.881,0,3.46,3.184,6.638,6.635,0,0.021,318,0,,
60,2018,212,800,6.316,85.1,2.824,0,3.67,3.295,6.645,6.638,1.884,0.496,215.7,0,,
60,2018,212,900,7.26,81.8,0.627,0,4.933,3.67,6.65,6.643,35.87,0.425,244.5,0,,
60,2018,212,1000,8.67,78.9,0.218,0,8.01,4.933,6.667,6.65,106.5,0.355,223.2,0.047,,
60,2018,212,1100,10.96,73.6,6.657,0,9.62,8.01,6.694,6.667,196.7,0.181,249.4,0.091,,
60,2018,212,1200,10.99,81.5,81.4,0,9.38,9.17,6.756,6.694,199,1.24,277.9,0.095,,
60,2018,212,1300,10.82,87.7,99.8,0.2,9.3,9.3,6.839,6.756,173.3,0.871,260.4,0.082,,
60,2018,212,1400,10.51,91.2,99.7,0.4,9.09,8.54,6.941,6.839,102.3,0.576,228.5,0.047,,
60,2018,212,1500,10.84,92.8,99,0.2,9.13,9.09,7.04,6.941,109.1,0.3,238.9,0.051,,
60,2018,212,1600,11.02,93.1,98.5,0.6,8.23,8.23,7.13,7.04,63.18,0.124,250.8,0.02,,
60,2018,212,1700,10.64,94.1,97.9,0.6,7.54,7.54,7.22,7.13,33.84,0.281,259.8,0.004,,
60,2018,212,1800,9.98,94.5,97.3,0.2,4.512,4.512,7.3,7.22,8.45,0.015,239.5,0,,
60,2018,212,1900,8.45,94.8,97.3,0,3.542,3.204,7.36,7.3,0,0.067,228.2,0,,
60,2018,212,2000,8.23,95.7,97.3,0,5.064,3.542,7.38,7.36,0,0.417,217.1,0,,
60,2018,212,2100,8.03,95.9,97.4,0,3.826,3.826,7.38,7.38,0,0.696,222.4,0,,
60,2018,212,2200,7.45,95.9,97.7,0,3.434,2.426,7.39,7.38,0,0.573,215.5,0,,
60,2018,212,2300,6.594,96,97.7,0,2.926,2.322,7.39,7.39,0,0.696,229.1,0,,
60,2018,212,2400,7.05,96.1,97.7,0,4.306,2.926,7.37,7.37,0,1.326,229.6,0,,
60,2018,213,100,8.22,94.1,96.9,0,4.621,4.306,7.36,7.35,0,1.786,222.4,0,,
60,2018,213,200,7.7,93,94.8,0,3.38,3.38,7.34,7.34,0,0.917,231.7,0,,
60,2018,213,300,6.735,93.9,95.8,0,3.249,2.603,7.33,7.33,0,0.63,238.7,0,,
60,2018,213,400,6.934,92.6,95.5,0,2.308,2.302,7.33,7.33,0,0.844,279.3,0,,
60,2018,213,500,7.1,92.8,94.9,0.2,3.923,2.308,7.31,7.31,0,2.726,233.1,0,,
60,2018,213,600,7.29,89.7,80.1,0,3.445,3.21,7.29,7.29,0,2.672,238.9,0,,
60,2018,213,700,8.12,86.4,8.53,0,3.663,3.445,7.27,7.27,0,3.214,237.6,0.002,,
60,2018,213,800,7.17,88.9,2.991,0,3.215,3.008,7.26,7.26,12.01,2.244,250.9,0.005,,
60,2018,213,900,9.01,83.4,0.431,0,5.895,3.215,7.24,7.24,143.1,3.132,241.3,0.066,,
60,2018,213,1000,11.52,75.8,0.05,0,8.43,5.895,7.23,7.23,256.2,2.916,261.6,0.102,,
60,2018,213,1100,14.12,66.29,0.017,0,9.89,8.43,7.24,7.23,353.2,2.778,279,0.17,,
60,2018,213,1200,16.28,57.31,0,0,12.52,9.89,7.3,7.24,435.4,2.161,255.7,0.231,,
60,2018,213,1300,17.52,51.11,0,0,14.77,12.52,7.39,7.3,470.4,2.903,237.3,0.272,,
60,2018,213,1400,17.91,41.26,0,0,14.82,14.29,7.52,7.39,454,3.694,278.8,0.296,,
60,2018,213,1500,17.88,38.1,0,0,12.81,12.81,7.64,7.52,387.9,3.216,278.4,0.263,,
60,2018,213,1600,17.28,41.15,0,0,11.1,11.1,7.78,7.64,276.7,2.47,310.3,0.177,,
60,2018,213,1700,15.91,47.49,0,0,6.72,6.72,7.88,7.78,133.2,1.901,301.7,0.072,,
60,2018,213,1800,12.66,58.62,0.003,0,5.251,5.251,7.97,7.88,11.42,1.271,250.9,0,,
60,2018,213,1900,11.28,60.92,0.045,0,4.087,3.379,8.02,7.97,0,0.874,257.1,0,,
60,2018,213,2000,10.82,62.5,0.05,0,4.583,4.087,8.02,8.01,0,2.109,259.6,0,,
60,2018,213,2100,9.9,65.7,0.05,0,4.209,3.677,8,8,0,1.977,272.7,0,,
60,2018,213,2200,9.02,69.04,0.05,0,3.165,3.165,7.97,7.97,0,2.18,272.6,0,,
60,2018,213,2300,8.86,69.55,0.05,0,3.066,3.066,7.93,7.93,0,2.14,252.8,0,,
60,2018,213,2400,7.78,73.8,0.07,0,3.372,2.738,7.88,7.88,0,2.108,244.5,0,,
60,2018,214,100,7.36,76,0.158,0,2.89,2.021,7.84,7.84,0,1.729,226.1,0,,
60,2018,214,200,7.09,76.8,0.235,0,1.999,1.876,7.79,7.79,0,1.171,245.2,0,,
60,2018,214,300,6.518,79,0.28,0,1.97,1.88,7.74,7.74,0,2.345,221.5,0,,
60,2018,214,400,5.16,83,0.681,0,1.382,0.667,7.68,7.68,0,1.38,215.8,0,,
60,2018,214,500,5.265,84.3,0.845,0,1.418,1.243,7.63,7.63,0,1.363,220.1,0,,
60,2018,214,600,4.902,85.7,0.994,0,1.107,1.107,7.58,7.58,0,1.983,215.3,0,,
60,2018,214,700,4.15,86.1,1.043,0,0.277,0.277,7.52,7.52,0,1.819,214.8,0,,
60,2018,214,800,4.093,86.3,0.869,0,1.866,0.277,7.45,7.45,8.16,1.779,221.3,0,,
60,2018,214,900,5.346,82.3,0.266,0,3.837,1.8,7.39,7.39,69.4,1.468,219.4,0,,
60,2018,214,1000,7.04,78.4,0.084,0,5.773,3.837,7.34,7.34,82.3,1.267,240.9,0.041,,
60,2018,214,1100,8.84,75.9,0.05,0,7.73,5.773,7.32,7.32,130.2,1.46,212.8,0.068,,
60,2018,214,1200,10.53,71.7,0.144,0,9.1,7.54,7.33,7.32,126.1,0.916,224.9,0.07,,
60,2018,214,1300,11.45,74.6,38.22,1,8.04,8.04,7.36,7.33,196.2,1.635,236.1,0.103,,
60,2018,214,1400,9.87,90.9,98.3,2,8.8,7.3,7.42,7.36,99.8,1.801,232.6,0.045,,
60,2018,214,1500,9.55,92.9,97.9,3.8,6.919,6.919,7.49,7.42,50.63,2.328,235.3,0.021,,
60,2018,214,1600,9.21,94,94.2,2.6,7.03,6.706,7.57,7.49,35.84,1.972,248.8,0.013,,
60,2018,214,1700,9.29,91.9,93.3,0,6.428,6.428,7.64,7.57,30.87,1.493,305.9,0.012,,
60,2018,214,1800,8.94,92.8,95.1,1.6,6.005,6.005,7.68,7.64,3.689,0.487,235,0,,
60,2018,214,1900,8.57,94.1,94.8,0.6,5.871,5.86,7.72,7.68,0,0.97,228.5,0,,
60,2018,214,2000,8.35,94.2,94.5,3.2,5.564,5.564,7.75,7.72,0,1.439,233,0,,
60,2018,214,2100,8.13,93.6,93.5,1.6,5.379,5.379,7.77,7.75,0,1.689,243.4,0,,
60,2018,214,2200,7.85,93.8,92.9,1.2,5.043,5.043,7.78,7.77,0,0.342,249.7,0,,
60,2018,214,2300,7.59,94.4,93,0.2,5.003,4.813,7.79,7.78,0,1.013,229.4,0,,
60,2018,214,2400,7.57,93.6,92.5,0,4.69,4.69,7.79,7.79,0,1.191,231.3,0,,
60,2018,215,100,7.4,91.1,84.6,0,4.137,4.137,7.79,7.79,0,1.998,236.4,0,,
60,2018,215,200,6.969,90.5,56.68,0,3.834,3.747,7.78,7.78,0,1.629,234.5,0,,
60,2018,215,300,6.619,91,24.98,0,3.007,3.007,7.76,7.76,0,1.483,238,0,,
60,2018,215,400,5.624,91.3,14.95,0,2.159,1.686,7.74,7.74,0,0.633,219.3,0,,
60,2018,215,500,5.859,91.3,4.636,0,2.859,2.159,7.71,7.71,0,2.011,233.8,0,,
60,2018,215,600,5.598,90.7,6.199,0,1.776,1.776,7.68,7.68,0,1.457,269,0,,
60,2018,215,700,4.84,93.2,44.65,0,1.157,1.157,7.65,7.65,0,1.111,263.4,0,,
60,2018,215,800,3.558,93.9,62.5,0,0.363,0.363,7.6,7.6,6.64,0.263,238.8,0,,
60,2018,215,900,5.033,93.5,53.87,0,3.573,0.363,7.54,7.54,117.8,0.269,235.3,0.047,,
60,2018,215,1000,7.51,83.7,0.091,0,5.863,3.573,7.48,7.48,241.8,2.003,243.3,0.077,,
60,2018,215,1100,9.4,78.8,0.049,0,8.31,5.863,7.44,7.44,355.3,2.311,234.2,0.129,,
60,2018,215,1200,11.82,70.9,0.01,0,10.09,8.31,7.44,7.43,441.9,1.11,262.2,0.19,,
60,2018,215,1300,12.93,64.44,0,0,13.39,9.49,7.47,7.44,394.7,0.604,246.5,0.183,,
60,2018,215,1400,14.41,61.38,0,0,13.38,11.28,7.53,7.47,412.8,0.725,342.9,0.196,,
60,2018,215,1500,14.34,60.2,0.002,0,10.66,9.93,7.62,7.53,323.6,1.014,345.4,0.153,,
60,2018,215,1600,15.03,55.14,0,0,9.15,9.15,7.72,7.62,291.2,0.78,335.8,0.125,,
60,2018,215,1700,13.91,62.01,0,0,5.902,5.902,7.83,7.72,138.8,0.499,0.739,0.025,,
60,2018,215,1800,10.48,78.1,1.332,0,2.55,2.55,7.9,7.83,12.92,0.014,9.61,0,,
60,2018,215,1900,7.41,88.7,15.37,0,2.43,1.726,7.93,7.9,0,0.387,224.7,0,,
60,2018,215,2000,5.789,91.4,42.1,0,1.665,1.514,7.91,7.91,0,0.367,234.9,0,,
60,2018,215,2100,4.808,93.3,64.56,0,1.193,1.193,7.87,7.87,0,0.352,226.4,0,,
60,2018,215,2200,4.644,94.9,74.1,0,3.488,1.193,7.82,7.82,0.028,0.835,232.6,0,,
60,2018,215,2300,5.708,93.6,69.69,0,2.442,2.442,7.76,7.76,0,1.552,221.1,0,,
60,2018,215,2400,5.543,90.8,15.23,0,3.497,2.137,7.71,7.71,0,1.5,224.4,0,,
60,2018,216,100,5.916,88.7,20.88,0,3.721,3.381,7.67,7.67,0,1.222,221.8,0,,
60,2018,216,200,5.636,91.5,93.3,0.2,3.147,3.147,7.63,7.63,0,0.696,246.2,0,,
60,2018,216,300,5.458,90.4,94.2,0,2.995,2.801,7.59,7.59,0,1.385,227.7,0,,
60,2018,216,400,5.408,90.5,74.1,0,2.872,2.872,7.57,7.57,0,1.67,230.1,0,,
60,2018,216,500,5.401,88.2,4.663,0,2.294,2.289,7.54,7.54,0,1.703,222.3,0,,
60,2018,216,600,4.688,89.6,10.97,0,1.082,1.041,7.51,7.51,0,0.995,229.1,0,,
60,2018,216,700,3.725,88.8,16.93,0,0.226,0.226,7.47,7.47,0,1.103,224.2,0,,
60,2018,216,800,2.636,92.9,48.03,0,0.153,-0.048,7.43,7.43,3.59,1.129,230.7,0,,
60,2018,216,900,3.453,91.3,10.54,0.2,1.597,0.153,7.37,7.37,24.26,2.095,226.3,0,,
60,2018,216,1000,4.356,89.2,1.365,0,3.43,1.574,7.31,7.31,77.1,1.726,213.6,0.029,,
60,2018,216,1100,5.998,84.1,0.41,0,5.898,3.43,7.26,7.26,147.9,1.956,228.7,0.061,,
60,2018,216,1200,7.77,80.7,0.155,0,8,5.898,7.23,7.23,213.2,1.429,242.7,0.091,,
60,2018,216,1300,9.97,72.6,0.05,0,10.69,7.5,7.24,7.23,311.5,0.958,245,0.137,,
60,2018,216,1400,12.38,61.19,0.013,0,10.8,10.53,7.28,7.24,335.2,0.097,330,0.152,,
60,2018,216,1500,12.43,58.91,0.002,0,10.22,9.79,7.36,7.28,249.8,0.459,36.51,0.116,,
60,2018,216,1600,11.59,64.09,0.026,0,7.61,7.61,7.45,7.36,122.7,1.469,57.53,0.075,,
60,2018,216,1700,10.67,74.3,0.151,0,7.26,7.26,7.55,7.45,85.9,2.041,48.69,0.051,,
60,2018,216,1800,9.71,84.3,0.881,0,5.719,5.719,7.62,7.55,23.69,1.948,41.9,0.011,,
60,2018,216,1900,8.93,88.2,1.645,0,5.335,5.335,7.68,7.62,0,0.871,27.55,0,,
60,2018,216,2000,8.34,89.1,2.592,0,5.025,4.826,7.72,7.68,0,0.029,140.6,0,,
60,2018,216,2100,8.22,90.3,2.732,0,5.089,4.993,7.72,7.71,0,0.021,148.2,0,,
60,2018,216,2200,8.05,89.6,6.98,0,5.176,5.089,7.74,7.72,0,0.009,143.6,0,,
60,2018,216,2300,7.78,91.8,92.3,0,5.019,5.019,7.75,7.74,0.028,0.037,234.9,0,,
60,2018,216,2400,7.45,94.1,98.1,0.2,5.065,4.991,7.75,7.75,0,0.207,220.3,0,,
60,2018,217,100,7.41,94.8,98.6,0.2,5.044,4.957,7.76,7.75,0,0.636,236.2,0,,
60,2018,217,200,7.47,93.9,98.5,0,4.972,4.936,7.76,7.75,0,1.886,232.9,0,,
60,2018,217,300,7.49,91.7,97.6,0.2,4.676,4.641,7.75,7.75,0,2.363,224.1,0,,
60,2018,217,400,7.45,89.7,47.51,0,4.585,4.585,7.75,7.75,0,2.223,229.9,0,,
60,2018,217,500,7.4,87.8,1.527,0,4.413,4.385,7.74,7.74,0,2.052,235.8,0,,
60,2018,217,600,7.54,84.1,0.863,0,4.219,4.096,7.74,7.74,0,1.318,242.8,0,,
60,2018,217,700,7.17,86.8,1.186,0,4.384,4.219,7.73,7.73,0,1.159,258.6,0,,
60,2018,217,800,7.04,87.4,1.156,0,4.314,4.235,7.71,7.71,3.799,1.558,253.6,0,,
60,2018,217,900,7.46,83.7,0.563,0,4.835,4.314,7.7,7.7,33.27,2.191,234.6,0.016,,
60,2018,217,1000,8.05,81.8,0.324,0,6.871,4.835,7.69,7.69,113.2,2.347,229.4,0.055,,
60,2018,217,1100,9.19,78.4,0.089,0,7.49,6.726,7.69,7.68,150,2.122,248.8,0.076,,
60,2018,217,1200,10.3,75.5,0.081,0,9.26,7.49,7.7,7.69,188.4,1.765,244.6,0.096,,
60,2018,217,1300,11.45,71.5,0.713,0,10.57,8.86,7.74,7.7,227,1.511,250.5,0.117,,
60,2018,217,1400,12.45,72.6,2.764,0,11.54,10.57,7.79,7.74,256.9,0.507,298.9,0.125,,
60,2018,217,1500,11.89,77.7,57.25,0.4,9.49,9.47,7.87,7.79,128.2,0.145,324.1,0.064,,
60,2018,217,1600,10.85,85.9,98.3,1.6,9.49,9.13,7.96,7.87,86.3,0.02,235.2,0.038,,
60,2018,217,1700,10.5,88.9,97.8,0.2,7.92,7.92,8.04,7.96,49.35,0.056,256.5,0.017,,
60,2018,217,1800,10.12,92.2,97.7,1.4,7.02,7.02,8.11,8.04,8.36,0,230.6,0,,
60,2018,217,1900,9.69,93.8,97.9,1,6.58,6.58,8.16,8.11,0,0.066,238.7,0,,
60,2018,217,2000,9.41,95,97.9,1.2,6.65,6.494,8.19,8.16,0,0.165,216.2,0,,
60,2018,217,2100,9.4,95.5,96.5,2.6,6.822,6.631,8.22,8.19,0,0.185,240.8,0,,
60,2018,217,2200,9.35,95.8,94.6,2.2,6.868,6.809,8.24,8.22,0,0.388,262.9,0,,
60,2018,217,2300,9.41,95.9,91.8,1.6,6.885,6.833,8.27,8.24,0,0.456,229.4,0,,
60,2018,217,2400,9.38,95.9,93.1,1.2,6.837,6.832,8.29,8.27,0,0.508,244.9,0,,
60,2018,218,100,9.35,95.9,93.8,1,6.779,6.779,8.31,8.29,0,0.38,239.8,0,,
